Window,Num threads,Num Variables,Num locks,Num unique good writes,Num mmaps,Max stack size,Max seen size,Time taken (sec),Window result
42,4,5,1,18,3,31,2360,0.067,true
43,4,5,1,15,3,31,3394,0.102,true
44,4,5,1,15,3,37,2724,0.085,true
45,4,5,1,16,3,34,1982,0.064,true
46,4,5,1,15,3,42,2924,0.088,true
47,4,5,1,15,3,33,766,0.023,true
48,4,5,1,16,3,37,1856,0.055,true
49,4,5,1,14,3,39,2290,0.072,true
50,4,6,1,17,3,40,1357,0.039,true
51,4,6,1,15,3,35,1198,0.036,true
52,4,6,1,19,3,30,1164,0.034,true
53,4,6,1,18,3,36,1271,0.037,true
54,4,5,1,16,3,32,1092,0.031,true
55,4,5,1,17,3,31,1399,0.04,true
56,4,6,1,15,3,33,1286,0.036,true
57,3,6,1,16,3,39,1303,0.039,true
58,3,6,1,20,3,41,988,0.03,true
59,3,6,1,20,3,36,859,0.025,true
60,3,6,1,18,3,34,950,0.029,true
61,3,6,1,16,3,37,695,0.02,true
62,3,6,1,19,3,34,937,0.028,true
63,3,6,1,20,3,30,784,0.024,true
64,3,6,1,19,3,37,862,0.027,true
65,3,6,1,17,3,31,500,0.013,true
66,3,6,1,20,3,39,1197,0.037,true
67,3,6,1,19,3,20,568,0.016,true
68,3,6,1,19,3,32,786,0.024,true
69,3,6,1,19,3,34,942,0.027,true
70,3,6,1,19,3,27,714,0.021,true
71,3,6,1,20,3,38,1208,0.036,true
72,3,6,1,20,3,35,1277,0.038,true
73,3,6,1,20,3,26,949,0.027,true
74,3,6,1,20,3,24,750,0.022,true
75,3,6,1,16,3,29,610,0.017,true
76,3,6,1,18,3,25,790,0.022,true
77,3,6,1,21,3,26,673,0.02,true
78,3,6,1,18,3,34,577,0.016,true
79,3,6,1,20,3,30,833,0.023,true
80,3,6,1,20,3,33,1114,0.032,true
81,3,6,1,18,2,32,522,0.01,true
82,3,6,1,19,2,28,729,0.014,true
83,3,6,1,18,2,30,674,0.012,true
84,3,6,1,21,2,33,944,0.018,true
85,3,6,1,19,2,31,851,0.016,true
86,3,6,1,19,2,23,807,0.015,true
87,3,6,1,19,2,38,813,0.016,true
88,3,6,1,18,2,24,704,0.014,true
89,3,6,1,21,2,35,809,0.016,true
90,3,6,1,21,2,26,704,0.013,true
91,3,6,1,21,2,26,1088,0.024,true
92,3,6,1,19,4,30,578,0.013,true
93,3,6,1,16,2,24,745,0.015,true
94,3,6,1,20,2,23,548,0.01,true
95,3,6,1,18,2,30,657,0.013,true
96,3,6,1,19,2,30,678,0.013,true
97,3,6,1,18,2,19,485,0.009,true
98,3,6,1,19,2,39,910,0.018,true
99,3,6,1,19,2,25,863,0.017,true
100,3,6,1,20,2,22,878,0.016,true
101,3,6,1,17,2,26,1461,0.029,true
102,3,6,1,17,2,33,855,0.017,true
103,3,6,1,19,2,32,635,0.014,true
104,2,6,1,20,2,24,442,0.008,true
105,2,6,1,22,2,25,350,0.006,true
106,2,6,1,21,2,24,396,0.007,true
107,2,6,1,21,4,19,275,0.005,true
108,2,6,1,20,2,25,305,0.006,true
109,2,6,1,21,2,18,494,0.008,true
110,2,6,1,21,2,25,311,0.005,true
111,2,6,1,22,2,21,308,0.005,true
112,2,6,1,23,2,21,352,0.006,true
113,2,6,1,20,2,15,236,0.004,true
114,2,6,1,21,2,24,370,0.007,true
115,2,6,1,21,2,20,338,0.006,true
116,2,6,1,22,2,21,288,0.005,true
117,2,6,1,21,2,19,361,0.006,true
118,2,6,1,20,2,18,305,0.005,true
119,2,6,1,23,2,25,281,0.005,true
120,2,6,1,23,2,26,346,0.006,true
121,2,6,1,21,2,21,306,0.006,true
122,2,6,1,22,2,19,216,0.004,true
123,2,6,1,13,2,7,117,0.002,true
