Window,Num threads,Num Variables,Num locks,Num unique good writes,Num mmaps,Max stack size,Max seen size,Time taken (sec),Window result
0,2,6,1,21,1,11,451,0.003,true
1,2,6,1,23,3,17,362,0.01,true
2,2,6,1,24,3,39,541,0.015,true
3,2,6,1,22,3,28,366,0.01,true
4,2,6,1,21,3,24,296,0.007,true
5,2,6,1,21,3,21,435,0.012,true
6,2,6,1,20,3,21,269,0.007,true
7,3,6,1,22,3,32,829,0.024,true
8,3,6,1,19,3,30,682,0.019,true
9,3,6,1,20,3,44,1229,0.037,true
10,4,6,1,17,3,40,1608,0.053,true
11,4,5,1,16,3,51,2922,0.097,true
12,4,5,1,16,3,43,2088,0.071,true
13,4,5,1,17,3,52,3804,0.126,true
14,4,6,1,15,3,37,1177,0.038,true
15,4,6,1,16,3,35,3998,0.118,true
16,4,5,1,16,3,31,2855,0.088,true
17,4,5,1,17,3,35,2933,0.089,true
18,4,5,1,14,3,33,2860,0.084,true
19,4,5,1,15,3,30,2143,0.062,true
20,4,5,1,15,3,34,3819,0.114,true
21,4,5,1,15,3,31,1863,0.054,true
22,4,5,1,16,3,33,1782,0.053,true
23,4,5,1,18,3,31,2550,0.074,true
24,4,5,1,17,3,34,3239,0.095,true
25,4,5,1,15,3,38,2193,0.069,true
26,4,5,1,18,3,34,1196,0.038,true
27,4,5,1,20,3,23,710,0.021,true
28,4,6,1,17,3,39,1209,0.038,true
29,4,6,1,16,3,34,3066,0.094,true
30,4,5,1,17,3,29,1920,0.057,true
31,4,5,1,16,3,34,3011,0.093,true
32,4,5,1,17,3,29,2486,0.075,true
33,4,5,1,14,3,31,3035,0.088,true
34,4,5,1,15,3,34,2958,0.091,true
35,4,6,1,17,3,34,564,0.02,true
36,4,6,1,20,3,39,1087,0.035,true
37,4,6,1,18,3,38,1526,0.048,true
38,4,5,1,17,3,36,2150,0.064,true
39,4,5,1,17,3,31,2505,0.076,true
40,4,5,1,15,3,32,2854,0.083,true
41,4,5,1,16,3,35,2739,0.081,true
