Window,Num threads,Num Variables,Num locks,Num unique good writes,Max stack size,Max seen size,Num mmaps,Time taken (sec),Window result
2034,1,2,2,2,1,10,5,0.004,true
2035,1,2,3,2,1,10,5,0.004,true
2036,1,2,4,1,1,10,5,0.005,true
2037,1,3,3,2,1,10,5,0.004,true
2038,1,2,2,3,1,10,5,0.004,true
2039,1,1,1,1,1,10,5,0.004,true
2040,1,3,2,3,1,10,5,0.004,true
2041,1,2,2,2,1,10,5,0.004,true
2042,1,2,3,2,1,10,5,0.004,true
2043,1,2,3,2,1,10,5,0.005,true
2044,1,1,3,1,1,10,5,0.004,true
2045,1,3,2,2,1,10,5,0.004,true
2046,1,2,3,2,1,10,5,0.004,true
2047,1,3,3,2,1,10,5,0.004,true
2048,1,3,4,3,1,10,5,0.008,true
2049,1,3,3,2,1,10,5,0.007,true
2050,1,2,2,2,1,10,5,0.007,true
2051,1,2,2,1,1,10,5,0.008,true
2052,1,2,3,2,1,10,5,0.006,true
2053,1,1,3,1,1,10,5,0.005,true
2054,1,2,4,2,1,10,5,0.004,true
2055,1,3,3,2,1,10,5,0.004,true
2056,1,2,2,2,1,10,5,0.004,true
2057,1,2,2,3,1,10,5,0.004,true
2058,1,2,2,2,1,10,5,0.004,true
2059,1,2,3,2,1,10,5,0.004,true
2060,1,2,4,2,1,10,5,0.004,true
2061,1,3,3,2,1,10,5,0.005,true
2062,1,2,2,2,1,10,5,0.004,true
2063,1,2,4,2,1,10,5,0.004,true
2064,1,3,3,2,1,10,5,0.005,true
2065,1,0,2,0,1,10,5,0.004,true
2066,1,2,2,2,1,10,5,0.004,true
2067,1,2,4,2,1,10,5,0.004,true
2068,1,2,4,2,1,10,5,0.005,true
2069,1,3,3,2,1,10,5,0.004,true
2070,1,2,2,3,1,10,5,0.004,true
2071,1,1,2,2,1,10,5,0.004,true
2072,1,2,4,2,1,10,5,0.004,true
2073,1,3,3,2,1,10,5,0.004,true
2074,1,1,2,2,1,10,5,0.004,true
2075,1,1,4,1,1,10,5,0.004,true
2076,1,3,2,2,1,10,5,0.004,true
2077,1,2,2,2,1,10,5,0.004,true
2078,1,2,2,2,1,10,5,0.005,true
2079,1,3,3,3,1,10,5,0.004,true
2080,1,1,2,1,1,10,5,0.004,true
2081,1,3,4,2,1,10,5,0.004,true
2082,1,2,4,2,1,10,5,0.004,true
2083,1,1,2,1,1,10,5,0.004,true
2084,1,2,2,2,1,10,5,0.004,true
2085,1,3,4,2,1,10,5,0.005,true
2086,1,2,4,2,1,10,5,0.004,true
2087,1,3,3,1,1,10,5,0.004,true
2088,1,2,2,2,1,10,5,0.005,true
2089,1,1,1,2,1,10,5,0.004,true
2090,1,2,2,2,1,10,5,0.004,true
2091,1,1,3,2,1,10,5,0.005,true
2092,1,3,3,1,1,10,5,0.004,true
2093,1,1,3,2,1,10,5,0.004,true
2094,1,2,4,2,1,10,5,0.004,true
2095,1,3,3,2,1,10,5,0.005,true
2096,1,2,2,2,1,10,5,0.004,true
2097,1,1,2,1,1,10,5,0.004,true
2098,1,2,4,2,1,10,5,0.005,true
2099,1,2,3,2,1,10,5,0.004,true
2100,1,2,3,2,1,10,5,0.004,true
2101,1,2,3,2,1,10,5,0.004,true
2102,1,3,3,3,1,10,5,0.004,true
2103,1,1,2,1,1,10,5,0.004,true
2104,1,3,3,2,1,10,5,0.004,true
2105,1,2,3,2,1,10,5,0.005,true
2106,1,2,2,2,1,10,5,0.004,true
2107,1,2,2,1,1,10,5,0.004,true
2108,1,3,4,2,1,10,5,0.004,true
2109,1,2,4,2,1,10,5,0.005,true
2110,1,3,3,2,1,10,5,0.004,true
2111,1,3,4,2,1,10,5,0.004,true
2112,1,2,3,2,1,10,5,0.005,true
2113,1,2,4,2,1,10,5,0.004,true
2114,1,1,2,2,1,10,5,0.004,true
2115,1,2,2,2,1,10,5,0.005,true
2116,1,1,4,1,1,10,5,0.004,true
2117,1,3,2,2,1,10,5,0.004,true
2118,1,1,2,2,1,10,5,0.004,true
2119,1,2,3,2,1,10,5,0.004,true
2120,1,3,3,2,1,10,5,0.004,true
2121,1,2,2,3,1,10,5,0.004,true
2122,1,2,4,2,1,10,5,0.004,true
2123,1,2,4,2,1,10,5,0.004,true
2124,1,3,3,2,1,10,5,0.004,true
2125,1,2,2,2,1,10,5,0.004,true
2126,1,3,4,3,1,10,5,0.005,true
2127,1,2,3,1,1,10,5,0.004,true
2128,1,2,3,2,1,10,5,0.004,true
2129,1,2,3,2,1,10,5,0.005,true
2130,1,3,3,2,1,10,5,0.004,true
2131,1,2,4,1,1,10,5,0.004,true
2132,1,1,1,2,1,10,5,0.005,true
2133,1,2,3,2,1,10,5,0.004,true
2134,1,3,3,2,1,10,5,0.004,true
2135,1,2,4,2,1,10,5,0.004,true
2136,1,1,2,2,1,10,5,0.006,true
2137,1,2,4,1,1,10,5,0.004,true
2138,1,3,3,2,1,10,5,0.004,true
2139,1,1,2,2,1,10,5,0.004,true
2140,1,1,4,1,1,10,5,0.004,true
2141,1,3,2,2,1,10,5,0.004,true
2142,1,2,2,2,1,10,5,0.004,true
2143,1,2,2,2,1,10,5,0.004,true
2144,1,2,3,2,1,10,5,0.004,true
2145,1,3,3,1,1,10,5,0.005,true
2146,1,2,2,2,1,10,5,0.005,true
2147,1,2,3,2,1,10,5,0.005,true
2148,1,1,3,2,1,10,5,0.005,true
2149,1,3,3,2,1,10,5,0.005,true
2150,1,2,3,3,1,10,5,0.005,true
2151,1,3,4,1,1,10,5,0.004,true
2152,1,2,3,2,1,10,5,0.005,true
2153,1,1,2,2,1,10,5,0.005,true
2154,1,3,4,3,1,10,5,0.004,true
2155,1,2,4,1,1,10,5,0.005,true
2156,1,2,3,2,1,10,5,0.005,true
2157,1,2,3,2,1,10,5,0.005,true
2158,1,2,3,2,1,10,5,0.004,true
2159,1,2,4,2,1,10,5,0.004,true
2160,1,2,2,1,1,10,5,0.004,true
2161,1,3,4,2,1,10,5,0.004,true
2162,1,2,4,1,1,10,5,0.004,true
2163,1,2,2,2,1,10,5,0.004,true
2164,1,1,2,1,1,10,5,0.004,true
2165,1,2,4,2,1,10,5,0.004,true
2166,1,2,4,1,1,10,5,0.005,true
2167,1,2,3,2,1,10,5,0.004,true
2168,1,1,1,2,1,10,5,0.004,true
2169,1,1,1,2,1,10,5,0.005,true
2170,1,2,3,2,1,10,5,0.004,true
2171,1,3,3,2,1,10,5,0.004,true
2172,1,1,3,2,1,10,5,0.004,true
2173,1,2,4,1,1,10,5,0.004,true
2174,1,3,2,2,1,10,5,0.004,true
2175,1,2,3,2,1,10,5,0.004,true
2176,1,2,2,2,1,10,5,0.004,true
2177,1,1,4,1,1,10,5,0.004,true
2178,1,3,2,2,1,10,5,0.004,true
2179,1,1,2,2,1,10,5,0.004,true
2180,1,2,3,2,1,10,5,0.004,true
2181,1,2,4,2,1,10,5,0.004,true
2182,1,4,4,3,1,10,5,0.004,true
2183,1,1,2,1,1,10,5,0.005,true
2184,1,3,2,2,1,10,5,0.004,true
2185,1,2,3,2,1,10,5,0.004,true
2186,1,2,2,2,1,10,5,0.004,true
2187,1,1,2,2,1,10,5,0.004,true
2188,1,4,4,2,1,10,5,0.004,true
2189,1,2,5,1,1,10,5,0.004,true
2190,1,3,3,2,1,10,5,0.004,true
2191,1,2,2,2,1,10,5,0.004,true
2192,1,2,2,2,1,10,5,0.004,true
2193,1,2,4,1,1,10,5,0.004,true
2194,1,3,2,2,1,10,5,0.004,true
2195,1,1,2,2,1,10,5,0.004,true
2196,1,2,3,2,1,10,5,0.004,true
2197,1,3,3,1,1,10,5,0.004,true
2198,1,2,2,2,1,10,5,0.004,true
2199,1,2,3,2,1,10,5,0.004,true
2200,1,2,3,2,1,10,5,0.004,true
2201,1,2,4,2,1,10,5,0.004,true
2202,1,3,4,2,1,10,5,0.004,true
2203,1,1,3,1,1,10,5,0.004,true
2204,1,3,2,2,1,10,5,0.004,true
2205,1,2,2,2,1,10,5,0.004,true
2206,1,3,2,3,1,10,5,0.004,true
2207,1,1,2,1,1,10,5,0.004,true
2208,1,3,4,2,1,10,5,0.004,true
2209,1,2,5,1,1,10,5,0.004,true
2210,1,2,3,2,1,10,5,0.004,true
2211,1,0,3,0,1,10,5,0.004,true
2212,1,3,3,2,1,10,5,0.004,true
2213,1,1,3,1,1,10,5,0.004,true
2214,1,1,4,1,1,10,5,0.004,true
2215,1,3,4,2,1,10,5,0.004,true
2216,1,1,1,3,1,10,5,0.004,true
2217,1,1,4,1,1,10,5,0.004,true
2218,1,1,3,1,1,10,5,0.004,true
2219,1,0,4,0,1,10,5,0.005,true
2220,1,2,2,2,1,10,5,0.004,true
2221,1,1,3,1,1,10,5,0.004,true
2222,1,1,4,1,1,10,5,0.005,true
2223,1,1,1,2,1,10,5,0.004,true
2224,1,0,4,0,1,10,5,0.004,true
2225,1,1,3,1,1,10,5,0.004,true
2226,1,1,3,1,1,10,5,0.004,true
2227,1,1,1,2,1,10,5,0.004,true
2228,1,1,4,1,1,10,5,0.004,true
2229,1,1,4,1,1,10,5,0.004,true
2230,1,1,4,1,1,10,5,0.004,true
2231,1,1,3,1,1,10,5,0.004,true
2232,1,0,3,0,1,10,5,0.004,true
2233,1,0,2,0,1,10,5,0.004,true
2234,1,3,2,2,1,10,5,0.004,true
2235,1,1,4,1,1,10,5,0.004,true
2236,1,1,2,2,1,10,5,0.004,true
2237,1,2,4,2,1,10,5,0.004,true
2238,1,2,4,1,1,10,5,0.004,true
2239,1,1,3,1,1,10,5,0.004,true
2240,1,1,3,1,1,10,5,0.004,true
2241,1,0,3,0,1,10,5,0.004,true
2242,1,2,3,2,1,10,5,0.004,true
2243,1,1,2,1,1,10,5,0.004,true
2244,1,1,3,1,1,10,5,0.004,true
2245,1,1,4,1,1,10,5,0.004,true
2246,1,2,3,2,1,10,5,0.004,true
2247,1,3,3,3,1,10,5,0.004,true
2248,1,1,2,1,1,10,5,0.004,true
2249,1,2,4,2,1,10,5,0.004,true
2250,1,1,3,1,1,10,5,0.004,true
2251,1,2,3,2,1,10,5,0.004,true
2252,1,1,2,1,1,10,5,0.004,true
2253,1,2,2,2,1,10,5,0.005,true
2254,1,3,3,2,1,10,5,0.004,true
2255,1,2,4,2,1,10,5,0.004,true
2256,1,1,1,3,1,10,5,0.004,true
2257,1,2,4,2,1,10,5,0.004,true
2258,1,1,3,2,1,10,5,0.004,true
2259,1,3,3,2,1,10,5,0.004,true
2260,1,2,3,2,1,10,5,0.005,true
2261,1,0,3,0,1,10,5,0.004,true
2262,1,2,3,2,1,10,5,0.004,true
2263,1,1,3,1,1,10,5,0.004,true
2264,1,1,1,2,1,10,5,0.004,true
2265,1,2,4,1,1,10,5,0.004,true
2266,1,2,3,2,1,10,5,0.004,true
2267,1,1,2,2,1,10,5,0.005,true
2268,1,3,4,3,1,10,5,0.004,true
2269,1,2,3,1,1,10,5,0.004,true
2270,1,2,3,2,1,10,5,0.004,true
2271,1,2,3,2,1,10,5,0.004,true
2272,1,2,3,2,1,10,5,0.004,true
2273,1,1,3,1,1,10,5,0.004,true
2274,1,3,3,2,1,10,5,0.004,true
2275,1,2,3,2,1,10,5,0.004,true
2276,1,2,2,2,1,10,5,0.004,true
2277,1,2,4,1,1,10,5,0.004,true
2278,1,3,2,2,1,10,5,0.004,true
2279,1,1,2,2,1,10,5,0.004,true
2280,1,2,3,2,1,10,5,0.004,true
2281,1,2,2,2,1,10,5,0.005,true
2282,1,2,3,2,1,10,5,0.004,true
2283,1,3,3,2,1,10,5,0.004,true
2284,1,2,3,3,1,10,5,0.004,true
2285,1,2,4,1,1,10,5,0.004,true
2286,1,2,3,2,1,10,5,0.004,true
2287,1,3,3,2,1,10,5,0.004,true
2288,1,1,4,0,1,10,5,0.004,true
2289,1,3,3,2,1,10,5,0.004,true
2290,1,2,3,1,1,10,5,0.004,true
2291,1,3,2,2,1,10,5,0.005,true
2292,1,1,3,1,1,10,5,0.004,true
2293,1,2,3,1,1,10,5,0.004,true
2294,1,2,3,2,1,10,5,0.004,true
2295,1,2,3,2,1,10,5,0.004,true
2296,1,2,3,1,1,10,5,0.004,true
2297,1,0,2,0,1,10,5,0.004,true
2298,1,3,4,2,1,10,5,0.004,true
2299,1,2,3,2,1,10,5,0.004,true
2300,1,2,4,1,1,10,5,0.004,true
2301,1,1,2,1,1,10,5,0.004,true
2302,1,1,3,1,1,10,5,0.005,true
2303,1,2,2,2,1,10,5,0.004,true
2304,1,1,2,2,1,10,5,0.004,true
2305,1,1,4,1,1,10,5,0.005,true
2306,1,1,3,1,1,10,5,0.004,true
2307,1,2,4,2,1,10,5,0.004,true
2308,1,0,4,0,1,10,5,0.004,true
2309,1,1,2,1,1,10,5,0.004,true
2310,1,2,2,1,1,10,5,0.004,true
2311,1,3,4,3,1,10,5,0.004,true
2312,1,2,4,1,1,10,5,0.005,true
2313,1,1,4,1,1,10,5,0.004,true
2314,1,1,3,1,1,10,5,0.004,true
2315,1,2,3,2,1,10,5,0.004,true
2316,1,2,2,2,1,10,5,0.004,true
2317,1,1,3,1,1,10,5,0.004,true
2318,1,2,3,2,1,10,5,0.004,true
2319,1,2,3,1,1,10,5,0.005,true
2320,1,2,4,2,1,10,5,0.004,true
2321,1,1,3,1,1,10,5,0.004,true
2322,1,0,2,0,1,10,5,0.004,true
2323,1,2,2,2,1,10,5,0.004,true
2324,1,2,3,2,1,10,5,0.004,true
2325,1,1,3,1,1,10,5,0.004,true
2326,1,0,2,0,1,10,5,0.004,true
2327,1,3,3,2,1,10,5,0.004,true
2328,1,2,4,1,1,10,5,0.004,true
2329,1,2,2,2,1,10,5,0.005,true
2330,1,1,1,2,1,10,5,0.004,true
2331,1,3,3,3,1,10,5,0.004,true
2332,1,2,0,3,1,10,5,0.004,true
2333,1,2,3,2,1,10,5,0.004,true
2334,1,2,3,1,1,10,5,0.004,true
2335,1,2,3,2,1,10,5,0.004,true
2336,1,2,3,2,1,10,5,0.004,true
2337,1,1,1,1,1,10,5,0.004,true
2338,1,2,3,2,1,10,5,0.004,true
2339,1,1,4,1,1,10,5,0.004,true
2340,1,2,0,3,1,10,5,0.004,true
2341,1,2,3,2,1,10,5,0.004,true
2342,1,2,3,2,1,10,5,0.004,true
2343,1,1,5,1,1,10,5,0.004,true
2344,1,2,3,2,1,10,5,0.004,true
2345,1,1,3,1,1,10,5,0.004,true
2346,1,2,3,2,1,10,5,0.004,true
2347,1,2,2,3,1,10,5,0.004,true
2348,1,3,2,3,1,10,5,0.004,true
2349,1,2,2,2,1,10,5,0.004,true
2350,1,2,3,2,1,10,5,0.004,true
2351,1,1,3,1,1,10,5,0.004,true
2352,1,2,4,2,1,10,5,0.004,true
2353,1,2,4,2,1,10,5,0.005,true
2354,1,3,3,2,1,10,5,0.004,true
2355,1,2,2,2,1,10,5,0.004,true
2356,1,2,4,2,1,10,5,0.004,true
2357,1,3,3,2,1,10,5,0.004,true
2358,1,1,2,2,1,10,5,0.004,true
2359,1,3,3,2,1,10,5,0.004,true
2360,1,1,3,1,1,10,5,0.005,true
2361,1,3,2,2,1,10,5,0.004,true
2362,1,3,3,2,1,10,5,0.004,true
2363,1,2,4,2,1,10,5,0.004,true
2364,1,1,1,3,1,10,5,0.004,true
2365,1,2,4,2,1,10,5,0.004,true
2366,1,1,3,2,1,10,5,0.004,true
2367,1,3,3,2,1,10,5,0.005,true
2368,1,2,3,2,1,10,5,0.004,true
2369,1,2,4,1,1,10,5,0.004,true
2370,1,2,3,2,1,10,5,0.004,true
2371,1,1,1,2,1,10,5,0.004,true
2372,1,2,4,2,1,10,5,0.004,true
2373,1,2,4,2,1,10,5,0.004,true
2374,1,2,4,1,1,10,5,0.005,true
2375,1,2,2,2,1,10,5,0.004,true
2376,1,3,4,2,1,10,5,0.004,true
2377,1,3,3,3,1,10,5,0.004,true
2378,1,1,2,1,1,10,5,0.004,true
2379,1,2,3,2,1,10,5,0.004,true
2380,1,2,3,2,1,10,5,0.004,true
2381,1,3,3,1,1,10,5,0.004,true
2382,1,3,3,2,1,10,5,0.004,true
2383,1,1,4,1,1,10,5,0.004,true
2384,1,1,4,1,1,10,5,0.005,true
2385,1,2,4,2,1,10,5,0.004,true
2386,1,1,1,2,1,10,5,0.004,true
2387,1,1,4,1,1,10,5,0.004,true
2388,1,1,3,1,1,10,5,0.005,true
2389,1,0,4,0,1,10,5,0.004,true
2390,1,2,3,1,1,10,5,0.004,true
2391,1,1,3,1,1,10,5,0.004,true
2392,1,1,3,1,1,10,5,0.004,true
2393,1,1,1,2,1,10,5,0.004,true
2394,1,0,5,0,1,10,5,0.004,true
2395,1,1,3,1,1,10,5,0.004,true
2396,1,1,4,1,1,10,5,0.004,true
2397,1,1,2,2,1,10,5,0.004,true
2398,1,2,4,2,1,10,5,0.004,true
2399,1,2,4,1,1,10,5,0.004,true
2400,1,1,3,1,1,10,5,0.004,true
2401,1,1,3,1,1,10,5,0.004,true
2402,1,0,3,0,1,10,5,0.004,true
2403,1,2,3,2,1,10,5,0.004,true
2404,1,1,2,1,1,10,5,0.004,true
2405,1,1,3,1,1,10,5,0.004,true
2406,1,1,2,2,1,10,5,0.004,true
2407,1,1,5,1,1,10,5,0.004,true
2408,1,1,4,1,1,10,5,0.004,true
2409,1,0,4,0,1,10,5,0.004,true
2410,1,2,2,3,1,10,5,0.004,true
2411,1,1,4,1,1,10,5,0.004,true
2412,1,1,3,1,1,10,5,0.004,true
2413,1,1,3,1,1,10,5,0.004,true
2414,1,2,3,2,1,10,5,0.005,true
2415,1,2,4,2,1,10,5,0.004,true
2416,1,2,3,2,1,10,5,0.004,true
2417,1,3,3,2,1,10,5,0.004,true
2418,1,1,2,0,1,10,5,0.004,true
2419,1,2,2,2,1,10,5,0.005,true
2420,1,2,4,2,1,10,5,0.004,true
2421,1,2,4,2,1,10,5,0.004,true
2422,1,3,3,1,1,10,5,0.004,true
2423,1,2,2,2,1,10,5,0.004,true
2424,1,1,1,2,1,10,5,0.004,true
2425,1,2,3,2,1,10,5,0.004,true
2426,1,3,3,2,1,10,5,0.004,true
2427,1,1,3,2,1,10,5,0.004,true
2428,1,2,4,1,1,10,5,0.004,true
2429,1,2,2,2,1,10,5,0.004,true
2430,1,1,3,1,1,10,5,0.005,true
2431,1,3,2,2,1,10,5,0.004,true
2432,1,2,2,2,1,10,5,0.004,true
2433,1,2,2,2,1,10,5,0.005,true
2434,1,1,3,2,1,10,5,0.004,true
2435,1,3,3,1,1,10,5,0.004,true
2436,1,1,3,2,1,10,5,0.004,true
2437,1,2,3,2,1,10,5,0.005,true
2438,1,1,1,2,1,10,5,0.004,true
2439,1,2,4,1,1,10,5,0.004,true
2440,1,2,3,2,1,10,5,0.005,true
2441,1,2,3,2,1,10,5,0.004,true
2442,1,2,4,2,1,10,5,0.004,true
2443,1,2,4,1,1,10,5,0.005,true
2444,1,3,3,2,1,10,5,0.004,true
2445,1,0,3,0,1,10,5,0.004,true
2446,1,3,3,2,1,10,5,0.004,true
2447,1,2,3,1,1,10,5,0.004,true
2448,1,2,2,2,1,10,5,0.004,true
2449,1,1,3,1,1,10,5,0.004,true
2450,1,3,3,2,1,10,5,0.005,true
2451,1,1,3,2,1,10,5,0.004,true
2452,1,2,5,1,1,10,5,0.004,true
2453,1,2,3,1,1,10,5,0.004,true
2454,1,1,2,1,1,10,5,0.004,true
2455,1,4,4,2,1,10,5,0.004,true
2456,1,2,4,1,1,10,5,0.004,true
2457,1,1,4,1,1,10,5,0.005,true
2458,1,1,3,1,1,10,5,0.004,true
2459,1,2,3,2,1,10,5,0.004,true
2460,1,2,2,2,1,10,5,0.004,true
2461,1,1,3,1,1,10,5,0.004,true
2462,1,2,3,1,1,10,5,0.004,true
2463,1,2,3,2,1,10,5,0.004,true
2464,1,2,3,2,1,10,5,0.004,true
2465,1,1,3,1,1,10,5,0.004,true
2466,1,0,2,0,1,10,5,0.004,true
2467,1,2,3,2,1,10,5,0.005,true
2468,1,2,3,2,1,10,5,0.004,true
2469,1,2,3,1,1,10,5,0.004,true
2470,1,0,1,0,1,10,5,0.004,true
2471,1,2,3,1,1,10,5,0.004,true
2472,1,2,3,2,1,10,5,0.004,true
2473,1,2,2,2,1,10,5,0.004,true
2474,1,1,1,2,1,10,5,0.004,true
2475,1,4,3,3,1,10,5,0.004,true
2476,1,2,0,2,1,10,5,0.004,true
2477,1,2,4,1,1,10,5,0.005,true
2478,1,1,3,1,1,10,5,0.005,true
2479,1,2,5,2,1,10,5,0.005,true
2480,1,2,3,2,1,10,5,0.004,true
2481,1,2,3,2,1,10,5,0.005,true
2482,1,3,3,2,1,10,5,0.004,true
2483,1,2,2,3,1,10,5,0.004,true
2484,1,2,2,3,1,10,5,0.005,true
2485,1,2,2,2,1,10,5,0.004,true
2486,1,2,3,2,1,10,5,0.004,true
2487,1,1,3,1,1,10,5,0.004,true
2488,1,2,3,2,1,10,5,0.004,true
2489,1,2,3,2,1,10,5,0.004,true
2490,1,1,5,2,1,10,5,0.004,true
2491,1,2,3,2,1,10,5,0.005,true
2492,1,0,3,0,1,10,5,0.004,true
2493,1,1,4,0,1,10,5,0.004,true
2494,1,2,0,3,1,10,5,0.004,true
2495,1,3,3,3,1,10,5,0.004,true
2496,1,2,2,3,1,10,5,0.004,true
2497,1,1,3,1,1,10,5,0.004,true
2498,1,2,3,1,1,10,5,0.004,true
2499,1,1,1,2,1,10,5,0.004,true
2500,1,1,1,2,1,10,5,0.004,true
2501,1,1,1,2,1,10,5,0.005,true
2502,1,1,1,2,1,10,5,0.004,true
2503,1,1,1,2,1,10,5,0.004,true
2504,1,1,1,2,1,10,5,0.004,true
2505,1,1,1,2,1,10,5,0.004,true
2506,1,1,1,2,1,10,5,0.004,true
2507,1,1,1,2,1,10,5,0.004,true
2508,1,1,1,2,1,10,5,0.005,true
2509,1,1,1,2,1,10,5,0.004,true
2510,1,1,1,2,1,10,5,0.004,true
2511,1,1,1,2,1,10,5,0.004,true
2512,1,1,1,2,1,10,5,0.005,true
2513,1,1,1,2,1,10,5,0.005,true
2514,1,1,1,2,1,10,5,0.004,true
2515,1,1,1,2,1,10,5,0.004,true
2516,2,3,3,1,10,51,5,0.027,true
2517,1,3,3,3,1,10,5,0.005,true
2518,1,1,4,1,1,10,5,0.004,true
2519,1,2,3,1,1,10,5,0.004,true
2520,1,3,3,3,1,10,5,0.004,true
2521,1,2,1,2,1,10,5,0.004,true
2522,1,2,1,3,1,10,5,0.004,true
2523,1,2,1,3,1,10,5,0.004,true
2524,1,2,1,2,1,10,5,0.004,true
2525,1,2,1,4,1,10,5,0.004,true
2526,1,2,1,2,1,10,5,0.004,true
2527,1,2,1,4,1,10,5,0.005,true
2528,1,2,2,1,1,10,5,0.004,true
2529,1,2,2,2,1,10,5,0.004,true
2530,2,2,4,2,5,33,5,0.017,true
2531,2,2,4,1,3,19,5,0.009,true
2532,2,4,2,2,4,33,5,0.017,true
2533,2,3,3,3,8,49,5,0.024,true
2534,1,2,2,2,1,10,5,0.004,true
2535,2,2,3,2,7,43,5,0.022,true
2536,2,3,3,2,2,19,5,0.009,true
2537,2,0,4,0,6,43,5,0.022,true
2538,1,3,3,2,1,10,5,0.005,true
2539,2,1,5,1,5,33,5,0.017,true
2540,2,2,4,2,9,49,5,0.026,true
2541,2,2,3,2,5,33,5,0.017,true
2542,2,2,2,3,9,49,5,0.025,true
2543,2,3,2,2,6,43,5,0.022,true
2544,2,3,1,3,7,43,5,0.021,true
2545,1,2,1,2,1,10,5,0.004,true
2546,1,2,1,4,1,10,5,0.004,true
2547,2,2,3,2,5,33,5,0.017,true
2548,1,2,4,2,1,10,5,0.004,true
2549,2,4,4,2,9,49,5,0.025,true
2550,2,2,4,2,7,43,5,0.022,true
2551,2,3,2,3,8,49,5,0.024,true
2552,2,3,2,3,5,33,5,0.016,true
2553,2,4,4,1,7,43,5,0.022,true
2554,2,2,3,3,5,33,5,0.016,true
2555,2,3,4,2,6,43,5,0.022,true
2556,2,3,4,2,5,33,5,0.016,true
2557,2,4,3,3,10,51,5,0.025,true
2558,2,3,3,2,4,33,5,0.016,true
2559,1,2,3,2,1,10,5,0.004,true
2560,2,3,3,1,3,19,5,0.009,true
2561,2,3,3,3,4,33,5,0.016,true
2562,2,1,3,1,3,19,5,0.009,true
2563,2,3,2,3,3,19,5,0.009,true
2564,2,2,5,2,5,33,5,0.016,true
2565,2,4,3,2,6,43,5,0.022,true
2566,2,2,4,2,4,33,5,0.016,true
2567,2,3,3,2,5,33,5,0.016,true
2568,2,3,4,2,5,33,5,0.016,true
2569,2,2,4,1,4,33,5,0.016,true
2570,2,2,3,2,8,47,5,0.022,true
2571,2,1,1,2,2,11,5,0.005,true
2572,1,1,1,2,1,10,5,0.004,true
2573,2,2,4,2,3,19,5,0.009,true
2574,1,3,1,3,1,10,5,0.004,true
2575,2,2,2,2,9,49,5,0.025,true
2576,2,2,3,3,3,19,5,0.009,true
2577,2,3,3,3,7,43,5,0.021,true
2578,1,3,2,2,1,10,5,0.004,true
2579,1,1,2,2,1,10,5,0.004,true
2580,2,2,4,2,9,49,5,0.024,true
2581,1,3,3,2,1,10,5,0.005,true
2582,1,2,3,2,1,10,5,0.004,true
2583,1,2,2,2,1,10,5,0.004,true
2584,1,3,4,2,1,10,5,0.004,true
2585,1,2,3,2,1,10,5,0.004,true
2586,1,2,3,2,1,10,5,0.004,true
2587,1,2,2,2,1,10,5,0.004,true
2588,1,3,1,3,1,10,5,0.005,true
2589,1,2,2,3,1,10,5,0.004,true
2590,1,3,2,4,1,10,5,0.004,true
2591,2,4,2,5,6,43,5,0.023,true
2592,1,2,3,2,1,10,5,0.004,true
2593,2,2,2,2,3,19,5,0.009,true
2594,2,3,2,3,4,33,5,0.017,true
2595,1,2,3,2,1,10,5,0.004,true
2596,1,3,3,1,1,10,5,0.004,true
2597,1,2,2,2,1,10,5,0.004,true
2598,1,3,2,3,1,10,5,0.004,true
2599,1,1,2,1,1,10,5,0.004,true
2600,1,3,3,2,1,10,5,0.004,true
2601,1,2,4,1,1,10,5,0.004,true
2602,1,2,3,2,1,10,5,0.004,true
2603,1,3,2,4,1,10,5,0.004,true
2604,2,2,3,2,9,42,5,0.022,true
2605,1,1,3,1,1,10,5,0.004,true
2606,1,2,3,2,1,10,5,0.004,true
2607,1,1,3,2,1,10,5,0.005,true
2608,1,3,3,2,1,10,5,0.005,true
2609,1,2,3,3,1,10,5,0.004,true
2610,2,3,4,2,6,43,5,0.023,true
2611,2,1,3,1,3,19,5,0.009,true
2612,1,3,3,2,1,10,5,0.004,true
2613,2,2,3,2,7,43,5,0.022,true
2614,2,3,3,2,5,33,5,0.016,true
2615,2,3,3,3,6,43,5,0.022,true
2616,1,1,2,1,1,10,5,0.004,true
2617,1,2,2,2,1,10,5,0.004,true
2618,2,2,4,2,10,51,5,0.026,true
2619,2,3,4,2,10,51,5,0.026,true
2620,2,2,3,2,9,49,5,0.024,true
2621,2,2,4,1,5,33,5,0.016,true
2622,1,3,2,2,1,10,5,0.004,true
2623,2,2,4,2,9,49,5,0.025,true
2624,2,3,4,3,10,51,5,0.025,true
2625,1,3,2,3,1,10,5,0.004,true
2626,1,3,2,2,1,10,5,0.004,true
2627,1,2,2,2,1,10,5,0.004,true
2628,1,3,4,2,1,10,5,0.004,true
2629,2,2,4,2,3,19,5,0.009,true
2630,1,1,2,2,1,10,5,0.004,true
2631,2,4,3,3,3,19,5,0.009,true
2632,1,1,2,1,1,10,5,0.004,true
2633,1,3,2,2,1,10,5,0.004,true
2634,2,2,4,3,10,51,5,0.026,true
2635,1,3,3,1,1,10,5,0.004,true
2636,2,2,4,2,8,49,5,0.025,true
2637,1,1,3,2,1,10,5,0.004,true
2638,1,3,3,2,1,10,5,0.004,true
2639,1,2,3,2,1,10,5,0.004,true
