Window,Num threads,Num Variables,Num locks,Num unique good writes,Estimate Cost,Estimate Time Taken,Num mmaps,Max stack size,Max seen size,Node explored,Node seen before,Time taken (sec),Window result
0,3,25,1,33,2816.92,0.55,1,63,194467,194468,155307,4.136,true
1,3,25,1,40,598684,0.885,24,104,170432,4090392,242290,101.333,true
2,3,25,1,37,121578,0.656,24,66,28130,675144,44484,17.534,true
3,2,25,1,39,2.19802e+06,0.655,24,125,8250,198024,6961,4.553,true
4,3,25,1,38,2.64114e+06,0.619,24,116,90905,2181744,163144,58.467,true
5,3,25,1,35,3.53594e+08,0.656,24,248,486479,11675520,931935,325.13,true
6,1,14,0,14,4584,0.65,24,1,190,4584,0,0.712,true
7,3,25,1,31,4.58445e+08,0.601,24,275,778136,18675288,1482328,541.676,true
8,2,25,1,31,151373,0.469,24,68,4437,106512,4120,2.686,true
