Window,Num threads,Num Variables,Num locks,Num unique good writes,Num mmaps,Max stack size,Max seen size,Time taken (sec),Window result
0,2,6,1,6,1,11,271,0.002,true
1,1,6,1,8,3,1,20,0,true
2,1,5,1,6,3,1,20,0,true
3,1,5,1,7,3,1,20,0,true
4,1,6,1,8,3,1,20,0,true
5,1,5,1,7,3,1,20,0,true
6,2,6,1,8,3,10,112,0.003,true
7,2,6,1,7,3,8,107,0.003,true
8,2,6,1,8,3,10,92,0.002,true
9,2,3,1,6,3,12,71,0.001,true
10,2,5,1,7,3,5,47,0.001,true
11,2,5,1,8,3,13,80,0.002,true
12,2,5,1,6,3,8,75,0.002,true
13,2,5,1,8,3,9,74,0.002,true
14,2,3,1,6,3,7,57,0.001,true
15,2,4,1,6,3,6,44,0.001,true
16,2,3,1,6,3,8,66,0.001,true
17,2,4,1,8,3,7,42,0.001,true
18,2,6,1,7,3,9,57,0.001,true
19,2,5,1,7,3,1,20,0,true
20,2,6,1,8,3,5,70,0.001,true
21,2,5,1,7,3,5,62,0.001,true
22,2,6,1,8,3,5,46,0.001,true
23,2,4,1,7,3,8,57,0.001,true
24,2,5,1,7,3,5,47,0.001,true
25,2,5,1,7,3,9,59,0.002,true
26,2,5,1,6,3,3,28,0,true
27,2,6,1,7,3,4,62,0.001,true
28,2,5,1,8,3,9,78,0.002,true
29,2,3,1,6,3,7,54,0.001,true
30,3,4,1,7,3,8,48,0.001,true
31,3,5,1,7,3,7,56,0.001,true
32,2,5,1,7,3,10,81,0.002,true
33,3,6,1,8,3,8,61,0.001,true
34,3,5,1,6,3,7,67,0.002,true
35,2,5,1,8,3,4,38,0.001,true
36,3,6,1,8,3,12,166,0.005,true
37,3,3,1,6,3,10,71,0.002,true
38,3,4,1,5,3,6,49,0.001,true
39,2,5,1,6,3,10,94,0.003,true
40,3,6,1,6,3,11,140,0.004,true
41,3,3,1,6,3,9,62,0.002,true
42,2,4,1,4,3,4,55,0.001,true
43,3,5,1,7,3,10,66,0.001,true
44,4,5,1,8,3,12,56,0.001,true
45,3,4,1,7,3,5,27,0,true
46,4,4,1,4,3,11,208,0.006,true
47,3,5,1,8,3,13,80,0.002,true
48,3,5,1,8,3,8,42,0.001,true
49,3,4,1,5,3,6,71,0.002,true
50,3,5,1,6,3,9,86,0.002,true
51,3,5,1,7,3,11,127,0.004,true
52,4,5,1,7,3,13,86,0.002,true
53,3,4,1,7,3,5,29,0,true
54,4,3,1,3,3,13,265,0.009,true
55,3,5,1,7,3,10,66,0.001,true
56,3,5,1,7,3,6,38,0.001,true
57,4,4,1,6,3,9,45,0.001,true
58,2,4,1,6,3,3,29,0,true
59,3,5,1,6,3,11,138,0.004,true
60,3,6,1,8,3,8,66,0.001,true
61,3,3,1,5,3,4,51,0.001,true
62,3,5,1,7,3,7,110,0.003,true
63,3,5,1,6,3,7,101,0.002,true
64,3,5,1,7,3,7,92,0.002,true
65,3,5,1,8,3,9,78,0.002,true
66,3,4,1,7,3,5,46,0.001,true
67,3,5,1,6,3,3,45,0.001,true
68,3,4,1,6,3,5,93,0.002,true
69,3,5,1,6,3,7,107,0.003,true
70,3,5,1,7,3,7,98,0.002,true
71,3,5,1,7,3,7,81,0.002,true
72,3,5,1,7,3,7,69,0.002,true
73,3,4,1,6,3,7,53,0.001,true
74,3,4,1,6,3,3,45,0.001,true
75,3,5,1,5,3,9,185,0.005,true
76,3,5,1,7,3,7,95,0.002,true
77,3,5,1,6,3,7,47,0.001,true
78,3,5,1,7,3,5,38,0.001,true
79,3,5,1,7,3,7,58,0.002,true
80,3,3,1,4,3,4,51,0.001,true
81,3,5,1,7,3,7,110,0.003,true
82,3,5,1,6,3,7,101,0.003,true
83,3,5,1,7,3,7,92,0.002,true
84,2,5,1,6,3,6,42,0,true
85,3,5,1,7,3,8,79,0.002,true
86,3,5,1,7,3,6,51,0.001,true
87,3,4,1,6,3,3,39,0.001,true
88,3,4,1,5,3,9,154,0.004,true
89,3,5,1,7,3,7,73,0.002,true
90,3,5,1,7,3,7,58,0.001,true
91,3,5,1,7,3,6,39,0,true
92,3,5,1,7,3,7,69,0.002,true
93,3,5,1,7,3,6,50,0.001,true
94,3,3,1,5,3,3,37,0,true
95,3,5,1,7,3,7,113,0.003,true
96,3,5,1,6,3,7,104,0.003,true
97,3,5,1,7,3,8,109,0.003,true
98,3,5,1,7,3,5,38,0,true
99,3,5,1,7,3,7,58,0.001,true
100,3,4,1,6,3,6,46,0.001,true
101,3,4,1,5,3,3,45,0.001,true
102,3,5,1,6,3,11,216,0.007,true
103,3,5,1,8,3,7,83,0.002,true
104,3,5,1,8,3,7,72,0.002,true
105,3,5,1,7,3,8,79,0.002,true
106,2,5,1,8,3,6,44,0.001,true
107,3,5,1,8,3,6,49,0.001,true
108,2,5,1,8,3,1,20,0,true
109,2,5,1,8,3,5,37,0,true
110,3,5,1,7,3,8,79,0.002,true
111,2,5,1,9,3,5,33,0.001,true
112,4,5,1,7,3,8,75,0.002,true
113,4,4,1,7,3,9,42,0.001,true
114,2,4,1,5,3,3,26,0,true
115,3,5,1,7,3,11,124,0.004,true
116,3,6,1,7,3,6,50,0.001,true
117,3,3,1,5,3,3,37,0,true
118,3,5,1,7,3,7,113,0.003,true
119,3,5,1,6,3,9,161,0.005,true
120,3,5,1,7,3,7,47,0.001,true
121,3,5,1,7,3,5,38,0.001,true
122,3,5,1,6,3,7,58,0.001,true
123,3,4,1,6,3,6,46,0.001,true
124,3,4,1,6,3,3,45,0.001,true
125,3,5,1,5,3,9,171,0.005,true
126,3,5,1,7,3,7,94,0.003,true
127,3,5,1,8,3,9,78,0.002,true
128,3,5,1,7,3,6,51,0.001,true
129,3,4,1,6,3,3,39,0,true
130,3,4,1,6,3,5,93,0.002,true
131,3,5,1,6,3,7,107,0.002,true
132,3,5,1,6,3,8,120,0.003,true
133,3,5,1,6,3,6,39,0,true
134,3,5,1,7,3,7,69,0.002,true
135,3,5,1,7,3,6,50,0.001,true
136,3,3,1,4,3,3,37,0,true
137,3,5,1,5,3,9,185,0.005,true
138,3,5,1,7,3,7,95,0.002,true
139,3,5,1,7,3,7,47,0.001,true
140,3,5,1,6,3,5,38,0,true
141,4,5,1,7,3,8,74,0.001,true
142,3,6,1,8,3,6,45,0.001,true
143,2,4,1,6,3,13,79,0.002,true
144,3,6,1,7,3,10,131,0.003,true
145,3,3,1,5,3,11,65,0.001,true
