Window,Num threads,Num Variables,Num locks,Num unique good writes,Num mmaps,Max stack size,Max seen size,Time taken (sec),Window result
0,2,6,1,24,1,11,481,0.004,true
1,2,6,1,26,3,27,501,0.014,true
2,2,6,1,25,3,42,537,0.015,true
3,2,6,1,22,3,32,373,0.01,true
4,2,6,1,24,3,25,352,0.01,true
5,2,6,1,22,3,27,403,0.01,true
6,3,6,1,24,3,30,791,0.024,true
7,3,6,1,20,3,36,1095,0.033,true
8,3,6,1,21,3,46,1371,0.046,true
9,4,6,1,21,3,52,2255,0.083,true
10,4,5,1,17,3,57,3173,0.102,true
11,4,5,1,17,3,45,1775,0.057,true
12,4,6,1,16,3,52,4191,0.132,true
13,4,6,1,19,3,43,4920,0.151,true
14,4,5,1,16,3,40,4846,0.147,true
15,4,5,1,20,3,37,3008,0.094,true
16,4,5,1,16,3,38,4112,0.128,true
17,4,5,1,16,3,36,3132,0.095,true
18,4,5,1,16,3,37,4571,0.145,true
19,4,5,1,18,3,41,2885,0.092,true
20,4,5,1,17,3,37,3382,0.101,true
21,4,5,1,19,3,38,2921,0.085,true
22,4,5,1,17,3,42,3461,0.105,true
23,4,5,1,18,3,37,1215,0.034,true
24,4,5,1,21,3,27,1076,0.028,true
25,4,6,1,18,3,44,1771,0.055,true
26,4,5,1,19,3,37,3502,0.101,true
27,4,5,1,16,3,41,4063,0.111,true
28,4,5,1,16,3,39,4200,0.117,true
29,4,5,1,16,3,39,3402,0.108,true
30,4,5,1,18,3,40,3954,0.11,true
31,4,6,1,17,3,39,1102,0.034,true
32,4,6,1,22,3,47,1251,0.039,true
33,4,6,1,20,3,39,1783,0.051,true
34,4,5,1,17,3,40,5949,0.175,true
35,4,5,1,14,3,36,3133,0.087,true
36,4,5,1,18,3,42,3814,0.11,true
37,4,5,1,19,3,37,3756,0.099,true
38,4,5,1,17,3,46,5414,0.149,true
39,4,5,1,17,3,37,2925,0.083,true
40,4,5,1,19,3,41,2682,0.074,true
41,4,5,1,18,3,40,3515,0.098,true
42,4,5,1,16,3,35,1595,0.043,true
43,4,5,1,14,3,43,3299,0.09,true
44,4,6,1,19,3,42,2853,0.079,true
45,4,6,1,18,3,43,1993,0.064,true
46,4,6,1,21,3,39,1582,0.045,true
47,4,6,1,20,3,37,1612,0.048,true
48,4,5,1,18,3,35,1265,0.036,true
49,4,5,1,20,3,39,2126,0.061,true
50,3,6,1,19,3,38,1664,0.048,true
51,3,6,1,20,3,50,1066,0.032,true
52,3,6,1,21,3,30,941,0.027,true
53,3,6,1,20,3,36,901,0.026,true
54,3,6,1,20,3,43,1154,0.033,true
55,3,6,1,21,3,38,965,0.03,true
56,3,6,1,24,3,37,879,0.027,true
57,3,6,1,22,3,31,918,0.028,true
58,3,6,1,21,3,30,879,0.028,true
59,3,6,1,19,3,42,1182,0.034,true
60,3,6,1,22,3,27,737,0.022,true
61,3,6,1,21,3,29,904,0.027,true
62,3,6,1,22,3,38,797,0.024,true
63,3,6,1,22,3,39,1228,0.042,true
64,3,6,1,21,3,35,1407,0.048,true
65,3,6,1,19,2,29,910,0.018,true
66,3,6,1,19,2,36,774,0.014,true
67,3,6,1,19,2,24,703,0.013,true
68,3,6,1,21,2,24,763,0.014,true
69,3,6,1,21,2,37,854,0.016,true
70,3,6,1,23,2,31,885,0.017,true
71,3,6,1,22,2,35,1119,0.022,true
72,3,6,1,18,2,35,662,0.012,true
73,3,6,1,21,2,33,823,0.016,true
74,3,6,1,21,2,30,807,0.015,true
75,3,6,1,20,2,34,870,0.016,true
76,3,6,1,20,2,35,773,0.015,true
77,3,6,1,18,2,26,913,0.017,true
78,3,6,1,20,2,33,829,0.017,true
79,3,6,1,23,2,42,1026,0.02,true
80,3,6,1,23,2,29,779,0.015,true
81,3,6,1,22,2,30,1045,0.02,true
82,3,6,1,22,2,30,933,0.019,true
83,3,6,1,18,2,25,741,0.015,true
84,3,6,1,23,2,27,797,0.014,true
85,3,6,1,20,2,46,1172,0.023,true
86,3,6,1,23,2,27,664,0.012,true
87,3,6,1,20,2,42,1063,0.021,true
88,3,6,1,19,2,29,968,0.018,true
89,3,6,1,22,2,31,753,0.014,true
90,3,6,1,22,2,29,1061,0.02,true
91,3,6,1,18,2,39,1069,0.021,true
92,3,6,1,23,2,33,573,0.01,true
93,2,6,1,25,2,28,447,0.008,true
94,2,6,1,22,2,25,420,0.008,true
95,2,6,1,21,4,22,338,0.006,true
96,2,6,1,22,2,26,349,0.007,true
97,2,6,1,25,2,20,529,0.009,true
98,2,6,1,22,2,23,329,0.006,true
99,2,6,1,24,2,22,377,0.006,true
100,2,6,1,23,2,20,276,0.005,true
101,2,6,1,20,2,20,312,0.006,true
102,2,6,1,24,2,23,430,0.007,true
103,2,6,1,24,2,21,303,0.005,true
104,2,6,1,23,2,21,422,0.007,true
105,2,6,1,24,2,19,356,0.006,true
106,2,6,1,23,2,31,359,0.007,true
107,2,6,1,22,2,28,415,0.007,true
108,2,6,1,21,2,22,256,0.004,true
109,2,6,1,20,2,13,226,0.004,true
