Window,Num threads,Num Variables,Num locks,Num unique good writes,Num mmaps,Max stack size,Max seen size,Time taken (sec),Window result
0,3,6,1,33,1,18,999,0.009,true
1,2,6,1,35,3,58,863,0.023,true
2,2,6,1,29,3,45,577,0.015,true
3,2,6,1,31,3,40,670,0.016,true
4,3,6,1,28,3,41,1135,0.032,true
5,3,6,1,26,3,50,1798,0.053,true
6,4,6,1,23,3,63,3144,0.104,true
7,4,5,1,22,3,79,8912,0.295,true
8,4,6,1,24,3,77,7478,0.263,true
9,4,6,1,24,3,63,14769,0.492,true
10,4,5,1,24,3,54,10186,0.298,true
11,4,5,1,21,3,57,13007,0.394,true
12,4,5,1,22,3,51,10935,0.349,true
13,4,5,1,23,3,63,7054,0.22,true
14,4,5,1,25,3,54,8303,0.246,true
15,4,5,1,23,3,60,9046,0.282,true
16,4,5,1,28,3,44,2667,0.076,true
17,4,6,1,24,3,59,3867,0.119,true
18,4,5,1,24,3,57,11305,0.381,true
19,4,5,1,23,3,56,12729,0.416,true
20,4,5,1,20,3,59,14021,0.442,true
21,4,6,1,24,3,58,6008,0.211,true
22,4,6,1,30,3,65,2225,0.079,true
23,4,6,1,28,3,62,6070,0.193,true
24,4,5,1,21,3,56,11122,0.345,true
25,4,5,1,25,3,60,12196,0.402,true
26,4,5,1,24,3,61,12634,0.403,true
27,4,5,1,24,3,55,4621,0.142,true
28,4,5,1,22,3,66,6864,0.211,true
29,4,5,1,20,3,55,5562,0.17,true
30,4,5,1,18,3,64,9506,0.301,true
31,4,6,1,24,3,61,3096,0.093,true
32,4,6,1,29,3,53,2565,0.077,true
33,4,6,1,24,3,53,5389,0.156,true
34,4,6,1,23,3,55,3333,0.1,true
35,3,6,1,25,3,64,1805,0.056,true
36,3,6,1,27,3,45,1840,0.052,true
37,3,6,1,27,3,63,1880,0.055,true
38,3,6,1,28,3,57,1629,0.047,true
39,3,6,1,31,3,57,1375,0.041,true
40,3,6,1,24,3,49,1499,0.043,true
41,3,6,1,30,3,49,1199,0.034,true
42,3,6,1,28,3,40,1117,0.032,true
43,3,6,1,26,3,50,1341,0.04,true
44,3,6,1,26,3,49,1740,0.05,true
45,3,6,1,29,2,37,1082,0.02,true
46,3,6,1,24,2,46,1556,0.028,true
47,3,6,1,29,2,42,1389,0.027,true
48,3,6,1,28,2,47,1144,0.023,true
49,3,6,1,32,2,46,1968,0.038,true
50,3,6,1,27,2,48,1611,0.031,true
51,3,6,1,26,2,47,1347,0.027,true
52,3,6,1,27,2,51,1583,0.029,true
53,3,6,1,26,2,33,1605,0.03,true
54,3,6,1,25,2,50,1453,0.028,true
55,3,6,1,32,2,50,1290,0.027,true
56,3,6,1,30,2,47,1880,0.038,true
57,3,6,1,30,2,44,1597,0.032,true
58,3,6,1,29,2,35,1354,0.025,true
59,3,6,1,27,2,50,1506,0.029,true
60,3,6,1,24,2,47,1381,0.026,true
61,3,6,1,30,2,40,1843,0.034,true
62,3,6,1,28,2,31,3149,0.06,true
63,3,6,1,26,2,58,1427,0.028,true
64,2,6,1,30,2,40,703,0.013,true
65,2,6,1,31,2,30,594,0.01,true
66,2,6,1,30,2,37,507,0.009,true
67,2,6,1,33,2,33,729,0.013,true
68,2,6,1,30,2,36,546,0.01,true
69,2,6,1,30,2,29,459,0.008,true
70,2,6,1,29,2,32,576,0.011,true
71,2,6,1,30,2,36,493,0.008,true
72,2,6,1,30,2,30,571,0.01,true
73,2,6,1,33,2,39,531,0.009,true
74,2,6,1,30,2,38,570,0.011,true
75,2,6,1,32,2,26,398,0.007,true
